,id_name,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour,orbit_class_description,id,name,relative_velocity.kilometers_per_minute
14,2137062-137062 (1998 WM),0,1272.1987853936,2844.7229650327,1995-01-06,1995-01-06 04:47:00,Earth,9.6048767738,34577.5563855991,Near Earth asteroid orbits similar to that of 1221 Amor,2137062,137062 (1998 WM),576.2926064266517
15,3893486-(2019 WN2),0,8.4053340207,18.7948982439,1995-01-06,1995-01-06 00:41:00,Earth,7.0205499158,25273.9796969348,Near Earth asteroid orbits similar to that of 2062 Aten,3893486,(2019 WN2),421.2329949489133
16,3766463-(2017 AY13),1,133.2155666981,297.8790627982,1995-01-03,1995-01-03 01:31:00,Earth,14.2350916869,51246.3300727039,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3766463,(2017 AY13),854.1055012117317
17,3342323-(2006 SF6),1,278.3267680719,622.3575733667,1995-01-03,1995-01-03 08:00:00,Earth,5.2486366908,18895.0920867914,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3342323,(2006 SF6),314.9182014465233
18,2002102-2102 Tantalus (1975 YA),1,1677.0846216284,3750.0752179805,1995-01-03,1995-01-03 21:53:00,Earth,32.4056287596,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2002102,2102 Tantalus (1975 YA),
19,2452807-452807 (2006 KV89),1,146.0679642714,326.6178974458,1995-01-03,1995-01-03 03:33:00,Earth,5.2019174692,18726.9028892138,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2452807,452807 (2006 KV89),312.11504815356335
20,2481394-481394 (2006 SF6),1,278.3267680719,622.3575733667,1995-01-03,1995-01-03 18:17:00,Earth,5.2487147466,18895.3730879092,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2481394,481394 (2006 SF6),314.9228847984867
21,2308041-308041 (2004 TN),0,441.1181999969,986.3702813054,1995-01-04,1995-01-04 18:33:00,Earth,15.4530476495,55630.9715383354,Near Earth asteroid orbits similar to that of 2062 Aten,2308041,308041 (2004 TN),927.1828589722567
22,3359282-(2006 WN3),0,291.4439045349,651.6883821679,1995-01-04,1995-01-04 01:52:00,Earth,14.2722708044,51380.1748958573,Near Earth asteroid orbits similar to that of 2062 Aten,3359282,(2006 WN3),856.3362482642883
23,3485631-(2010 AF40),0,26.58,59.4346868419,1995-01-04,1995-01-04 04:37:00,Earth,25.3475444872,91251.1601539319,Near Earth asteroid orbits similar to that of 2062 Aten,3485631,(2010 AF40),1520.8526692321982
24,3825569-(2018 NF1),0,31.9561886721,71.4562101727,1995-01-04,1995-01-04 15:44:00,Earth,9.81018732,35316.6743519151,Near Earth asteroid orbits similar to that of 2062 Aten,3825569,(2018 NF1),588.6112391985849
25,2002101-2101 Adonis (1936 CA),1,461.9074602816,1032.8564805039,1995-01-04,1995-01-04 02:50:00,Earth,15.4327926846,,An asteroid orbit contained entirely within the orbit of the Eart,2002101,2101 Adonis (1936 CA),
26,2138947-138947 (2001 BA40),0,506.4714588346,1132.5046106177,1995-01-04,1995-01-04 12:16:00,Earth,10.1550915818,36558.3296945282,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2138947,138947 (2001 BA40),609.3054949088033
27,3716433-(2015 HA1),0,152.9519353442,342.0109247198,1995-01-04,1995-01-04 13:13:00,Earth,17.398716775,62635.3803901775,Near Earth asteroid orbits similar to that of 2062 Aten,3716433,(2015 HA1),1043.9230065029583
28,3766036-(2016 XR23),0,22.1082810359,49.435619262,1995-01-04,1995-01-04 19:00:00,Earth,19.5043542583,70215.675330042,Near Earth asteroid orbits similar to that of 2062 Aten,3766036,(2016 XR23),1170.2612555007
29,3843734-(2019 RA),0,21.113244479,47.2106498806,1995-01-04,1995-01-04 00:17:00,Earth,5.4829884789,19738.7585239395,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3843734,(2019 RA),328.979308732325
30,3703080-(2014 YW34),1,121.4940407996,271.6689340891,1995-01-01,1995-01-01 10:08:00,Earth,6.1687778278,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3703080,(2014 YW34),
31,3792437-(2017 XR61),0,63.7609789875,142.5738833281,1995-01-01,1995-01-01 14:03:00,Earth,16.5213860889,59476.989919936,An asteroid orbit contained entirely within the orbit of the Eart,3792437,(2017 XR61),991.2831653322667
32,3723955-(2015 NK3),0,146.0679642714,326.6178974458,1995-01-01,1995-01-01 03:25:00,Earth,18.1139850263,65210.3460948409,An asteroid orbit contained entirely within the orbit of the Eart,3723955,(2015 NK3),1086.8391015806817
33,3553279-(2010 XB24),1,116.0259082094,259.4418179074,1995-01-02,1995-01-02 15:12:00,Earth,14.9782587738,53921.7315857621,Near Earth asteroid orbits similar to that of 1221 Amor,3553279,(2010 XB24),898.6955264293683
34,3825428-(2018 MA5),0,14.6067964271,32.6617897446,1995-01-02,1995-01-02 03:28:00,Earth,6.4021620104,23047.7832375179,Near Earth asteroid orbits similar to that of 1221 Amor,3825428,(2018 MA5),384.1297206252983
35,3639467-(2013 LC1),0,44.1118199997,98.6370281305,1995-01-02,1995-01-02 19:37:00,Earth,11.5802363188,41688.8507475223,An asteroid orbit contained entirely within the orbit of the Eart,3639467,(2013 LC1),694.8141791253717
36,3703059-(2014 YE15),0,5.8150703965,13.0028927004,1995-01-02,1995-01-02 13:00:00,Earth,15.1128684067,54406.326264187,Near Earth asteroid orbits similar to that of 2062 Aten,3703059,(2014 YE15),906.7721044031167
37,3943319-(2019 YS),0,1.332155667,2.978790628,1995-01-02,1995-01-02 22:41:00,Earth,2.9755350607,10711.9262185554,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3943319,(2019 YS),178.53210364259
38,54016806-(2020 HT7),0,11.2345317672,25.1211767268,1995-01-02,1995-01-02 03:54:00,Earth,7.1500141326,25740.0508773213,Near Earth asteroid orbits similar to that of 1221 Amor,54016806,(2020 HT7),429.000847955355
39,3842683-(2019 LO),0,8.0270316728,17.948988478,1995-01-09,1995-01-09 04:53:00,Earth,7.6152812259,27415.0124133414,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3842683,(2019 LO),456.91687355568996
40,3366282-(2007 BD),0,22.1082810359,49.435619262,1995-01-09,1995-01-09 12:02:00,Earth,23.3997220939,84238.9995379446,An asteroid orbit contained entirely within the orbit of the Eart,3366282,(2007 BD),1403.98332563241
41,3544935-(2010 PW58),1,121.4940407996,271.6689340891,1995-01-09,1995-01-09 16:34:00,Earth,11.1607357991,40178.6488767589,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3544935,(2010 PW58),669.6441479459817
42,3797669-(2018 AW11),0,17.561231848,39.2681081809,1995-01-09,1995-01-09 16:02:00,Earth,5.7808744202,20811.1479127669,An asteroid orbit contained entirely within the orbit of the Eart,3797669,(2018 AW11),346.8524652127817
43,3735599-(2015 WA13),0,16.0160337979,35.8129403019,1995-01-09,1995-01-09 18:00:00,Earth,8.1492924834,29337.4529404107,Near Earth asteroid orbits similar to that of 1221 Amor,3735599,(2015 WA13),488.957549006845
44,3102756-(2002 AO11),0,76.6575573531,171.4115092306,1995-01-14,1995-01-14 07:03:00,Earth,11.6500973732,41940.3505436064,Near Earth asteroid orbits similar to that of 1221 Amor,3102756,(2002 AO11),699.00584239344
45,2434632-434632 (2005 WE),0,291.4439045349,651.6883821679,1995-01-14,1995-01-14 01:16:00,Earth,10.1296631155,36466.7872158652,Near Earth asteroid orbits similar to that of 2062 Aten,2434632,434632 (2005 WE),607.7797869310867
46,3457846-(2009 HG21),0,26.58,59.4346868419,1995-01-14,1995-01-14 11:51:00,Earth,13.7000461198,49320.1660312508,Near Earth asteroid orbits similar to that of 1221 Amor,3457846,(2009 HG21),822.0027671875134
47,2495323-495323 (2014 JG78),0,319.5618867213,714.5621017269,1995-01-15,1995-01-15 23:36:00,Earth,10.8088500572,38911.8602059758,An asteroid orbit contained entirely within the orbit of the Eart,2495323,495323 (2014 JG78),648.53100343293
48,2510055-510055 (2010 FH81),1,127.2198785394,284.4722965033,1995-01-15,1995-01-15 02:53:00,Earth,9.8408312207,35426.9923944775,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2510055,510055 (2010 FH81),590.4498732412917
49,3514799-(2010 FH81),1,127.2198785394,284.4722965033,1995-01-15,1995-01-15 08:00:00,Earth,9.8408316738,35426.9940257225,An asteroid orbit contained entirely within the orbit of the Eart,3514799,(2010 FH81),590.4499004287084
50,3671135-(2014 JG78),0,319.5618867213,714.5621017269,1995-01-15,1995-01-15 08:00:00,Earth,10.8088439585,38911.83825064,Near Earth asteroid orbits similar to that of 2062 Aten,3671135,(2014 JG78),648.5306375106667
51,3092506-(2001 WJ4),0,8.801465209,19.6806745089,1995-01-15,1995-01-15 09:08:00,Earth,11.1738744976,40225.948191338,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3092506,(2001 WJ4),670.4324698556334
52,3761747-(2016 UO41),0,35.0392641108,78.3501764334,1995-01-15,1995-01-15 07:27:00,Earth,10.3790222165,37364.4799793748,Near Earth asteroid orbits similar to that of 2062 Aten,3761747,(2016 UO41),622.7413329895801
53,3709080-(2015 BV510),0,211.1324447897,472.1064988055,1995-01-15,1995-01-15 15:16:00,Earth,32.1281627776,115661.385999198,An asteroid orbit contained entirely within the orbit of the Eart,3709080,(2015 BV510),1927.6897666533
54,3485806-(2010 AL60),0,88.0146520901,196.8067450894,1995-01-12,1995-01-12 07:05:00,Earth,11.6706583618,42014.3701023385,An asteroid orbit contained entirely within the orbit of the Eart,3485806,(2010 AL60),700.2395017056417
55,3371143-(2007 EO88),0,13.9493822934,31.1917670523,1995-01-12,1995-01-12 15:03:00,Earth,9.8910525391,35607.7891408843,An asteroid orbit contained entirely within the orbit of the Eart,3371143,(2007 EO88),593.4631523480716
56,2230111-230111 (2001 BE10),1,402.3045798343,899.5803881691,1995-01-12,1995-01-12 18:53:00,Earth,16.2693534256,58569.6723322741,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2230111,230111 (2001 BE10),976.1612055379017
57,2002062-2062 Aten (1976 AA),0,1010.5434154201,2259.643771094,1995-01-12,1995-01-12 01:44:00,Earth,10.3240519745,37166.5871082511,Near Earth asteroid orbits similar to that of 1221 Amor,2002062,2062 Aten (1976 AA),619.4431184708517
58,3515451-(2010 GV23),0,8.0270316728,17.948988478,1995-01-12,1995-01-12 10:54:00,Earth,6.4940324303,23378.5167492441,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3515451,(2010 GV23),389.641945820735
59,3678562-(2014 OE338),0,167.7084621628,375.0075217981,1995-01-12,1995-01-12 12:26:00,Earth,18.236464048,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3678562,(2014 OE338),
60,3766324-(2017 AY3),0,201.6299194428,450.8582061718,1995-01-12,1995-01-12 06:02:00,Earth,15.7875149268,56835.0537363864,Near Earth asteroid orbits similar to that of 2062 Aten,3766324,(2017 AY3),947.2508956064399
61,3837932-(2019 AY13),0,84.0533402073,187.9489824394,1995-01-12,1995-01-12 19:22:00,Earth,18.2560546111,65721.7966001058,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3837932,(2019 AY13),1095.36327666843
62,3837973-(2019 BO1),0,319.5618867213,714.5621017269,1995-01-12,1995-01-12 10:13:00,Earth,12.4614908455,44861.3670436585,Near Earth asteroid orbits similar to that of 2062 Aten,3837973,(2019 BO1),747.6894507276417
63,2152964-152964 (2000 GP82),0,766.5755735311,1714.1150923063,1995-01-13,1995-01-13 12:45:00,Earth,10.7348065466,38645.3035676534,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2152964,152964 (2000 GP82),644.0883927942233
64,3263533-(2004 XG29),0,23.150212221,51.7654482198,1995-01-13,1995-01-13 14:15:00,Earth,17.1620093391,61783.2336206074,Near Earth asteroid orbits similar to that of 1221 Amor,3263533,(2004 XG29),1029.7205603434568
65,3736819-(2015 YE),0,55.5334911581,124.1766612574,1995-01-13,1995-01-13 15:10:00,Earth,18.7825458444,67617.1650396737,An asteroid orbit contained entirely within the orbit of the Eart,3736819,(2015 YE),1126.9527506612283
66,3361551-(2006 WR127),0,231.5021222103,517.6544821978,1995-01-13,1995-01-13 15:29:00,Earth,21.5193423706,77469.6325340826,Near Earth asteroid orbits similar to that of 2062 Aten,3361551,(2006 WR127),1291.16054223471
67,3704145-(2015 AB246),0,80.2703167283,179.4898847799,1995-01-13,1995-01-13 01:59:00,Earth,11.5094811181,41434.1320250948,Near Earth asteroid orbits similar to that of 2062 Aten,3704145,(2015 AB246),690.5688670849133
68,3314052-(2006 BO55),0,211.1324447897,472.1064988055,1995-01-13,1995-01-13 10:42:00,Earth,12.6021862577,45367.8705278892,An asteroid orbit contained entirely within the orbit of the Eart,3314052,(2006 BO55),756.13117546482
69,2526742-526742 (2006 WR127),0,231.5021222103,517.6544821978,1995-01-13,1995-01-13 15:29:00,Earth,21.5193382684,77469.6177664031,Near Earth asteroid orbits similar to that of 2062 Aten,2526742,526742 (2006 WR127),1291.1602961067183
70,3117420-(2002 EY2),1,366.9061375314,820.4270648822,1995-01-10,1995-01-10 01:59:00,Earth,18.9235619734,68124.8231042537,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3117420,(2002 EY2),1135.4137184042281
71,3620667-(2012 XP111),0,53.0340723319,118.5877908577,1995-01-10,1995-01-10 09:37:00,Earth,3.7998353604,13679.4072975604,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3620667,(2012 XP111),227.99012162600667
72,2163023-163023 (2001 XU1),0,366.9061375314,820.4270648822,1995-01-10,1995-01-10 09:00:00,Earth,15.8881862568,57197.470524376,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2163023,163023 (2001 XU1),953.2911754062667
73,3366004-(2007 AA9),0,88.0146520901,196.8067450894,1995-01-10,1995-01-10 17:49:00,Earth,24.2888578981,87439.8884332712,Near Earth asteroid orbits similar to that of 1221 Amor,3366004,(2007 AA9),1457.3314738878535
74,3429684-(2008 TZ),0,22.1082810359,49.435619262,1995-01-10,1995-01-10 18:20:00,Earth,14.7612903218,53140.6451584192,An asteroid orbit contained entirely within the orbit of the Eart,3429684,(2008 TZ),885.6774193069866
75,3666685-(2014 FO38),0,14.6067964271,32.6617897446,1995-01-10,1995-01-10 05:33:00,Earth,8.4579845348,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3666685,(2014 FO38),
76,3693721-(2014 US7),0,12.7219878539,28.4472296503,1995-01-10,1995-01-10 07:39:00,Earth,6.5357580312,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3693721,(2014 US7),
77,3556126-(2011 BM45),1,127.2198785394,284.4722965033,1995-01-10,1995-01-10 01:49:00,Earth,21.9477292873,79011.8254344272,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3556126,(2011 BM45),1316.8637572404534
78,2526798-526798 (2007 AA9),0,88.0146520901,196.8067450894,1995-01-10,1995-01-10 17:49:00,Earth,24.2888578457,87439.8882443566,An asteroid orbit contained entirely within the orbit of the Eart,2526798,526798 (2007 AA9),1457.3314707392767
79,2452376-452376 (2002 AC5),1,265.8,594.3468684194,1995-01-11,1995-01-11 21:36:00,Earth,19.1764208552,69035.1150788215,An asteroid orbit contained entirely within the orbit of the Eart,2452376,452376 (2002 AC5),1150.5852513136917
80,3444551-(2009 BC11),0,92.1626548503,206.0819612321,1995-01-11,1995-01-11 22:51:00,Earth,24.9558613049,89841.1006977167,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3444551,(2009 BC11),1497.3516782952784
81,3520662-(2010 JR34),0,7.6657557353,17.1411509231,1995-01-11,1995-01-11 02:22:00,Earth,10.9692520182,39489.3072655639,Near Earth asteroid orbits similar to that of 2062 Aten,3520662,(2010 JR34),658.1551210927316
82,3703538-(2015 AA44),0,44.1118199997,98.6370281305,1995-01-11,1995-01-11 17:29:00,Earth,22.4420465229,80791.3674822838,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3703538,(2015 AA44),1346.5227913713966
83,3740931-(2016 BA15),0,11.6025908209,25.9441817907,1995-01-11,1995-01-11 07:40:00,Earth,27.9092028908,100473.1304067126,Near Earth asteroid orbits similar to that of 1221 Amor,3740931,(2016 BA15),1674.55217344521
84,3643994-(2013 LV28),0,461.9074602816,1032.8564805039,1995-01-11,1995-01-11 20:09:00,Earth,25.5080689974,91829.0483906022,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3643994,(2013 LV28),1530.48413984337
85,2250680-250680 (2005 QC5),1,305.1792325939,682.4015094011,1995-01-11,1995-01-11 10:29:00,Earth,12.2268409668,44016.6274804832,An asteroid orbit contained entirely within the orbit of the Eart,2250680,250680 (2005 QC5),733.6104580080533
86,3170204-(2003 YS17),1,127.2198785394,284.4722965033,1995-01-11,1995-01-11 04:16:00,Earth,7.7685401427,27966.7445137333,An asteroid orbit contained entirely within the orbit of the Eart,3170204,(2003 YS17),466.1124085622217
87,3401191-(2008 BP16),0,121.4940407996,271.6689340891,1995-01-11,1995-01-11 16:14:00,Earth,18.0991616726,65156.9820213503,An asteroid orbit contained entirely within the orbit of the Eart,3401191,(2008 BP16),1085.9497003558383
88,3740043-(2016 AG165),0,183.8886720703,411.1875710413,1995-01-11,1995-01-11 06:39:00,Earth,8.6060682262,,Near Earth asteroid orbits similar to that of 2062 Aten,3740043,(2016 AG165),
89,3655395-(2013 YM2),0,19.2555078188,43.0566244241,1995-01-11,1995-01-11 12:22:00,Earth,11.9321657219,42955.7965988119,An asteroid orbit contained entirely within the orbit of the Eart,3655395,(2013 YM2),715.9299433135317
90,3771630-(2017 FP2),0,192.5550781879,430.566244241,1995-01-11,1995-01-11 20:11:00,Earth,16.3288487248,,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3771630,(2017 FP2),
91,3893736-(2019 WD5),1,116.0259082094,259.4418179074,1995-01-11,1995-01-11 03:22:00,Earth,14.2571658357,51325.7970085319,Near Earth asteroid orbits similar to that of 1221 Amor,3893736,(2019 WD5),855.4299501421984
92,3837639-(2019 AT3),0,101.054341542,225.9643771094,1995-01-18,1995-01-18 08:12:00,Earth,28.5824222435,102896.7200765568,An asteroid orbit contained entirely within the orbit of the Eart,3837639,(2019 AT3),1714.94533460928
93,3753133-(2016 JU24),0,506.4714588346,1132.5046106177,1995-01-18,1995-01-18 14:42:00,Earth,16.4888463368,59359.8468124886,An asteroid orbit contained entirely within the orbit of the Eart,3753133,(2016 JU24),989.3307802081433
94,3837525-(2018 YK2),0,73.2073989347,163.696720474,1995-01-18,1995-01-18 02:30:00,Earth,26.2464317638,94487.1543496955,An asteroid orbit contained entirely within the orbit of the Eart,3837525,(2018 YK2),1574.7859058282584
95,3797900-(2018 BJ5),0,127.2198785394,284.4722965033,1995-01-18,1995-01-18 05:14:00,Earth,11.9652284017,43074.8222459735,Near Earth asteroid orbits similar to that of 2062 Aten,3797900,(2018 BJ5),717.9137040995582
96,3704767-(2015 BE92),0,6.3760978988,14.2573883328,1995-01-18,1995-01-18 04:54:00,Earth,16.0531518159,57791.3465371435,Near Earth asteroid orbits similar to that of 1221 Amor,3704767,(2015 BE92),963.1891089523917
97,3797753-(2018 BV1),0,36.6906137531,82.0427064882,1995-01-18,1995-01-18 00:18:00,Earth,15.980210136,57528.7564894243,An asteroid orbit contained entirely within the orbit of the Eart,3797753,(2018 BV1),958.8126081570716
98,3836878-(2018 XP3),0,69.9125232246,156.3291544087,1995-01-18,1995-01-18 09:17:00,Earth,8.8286222565,31783.0401233568,An asteroid orbit contained entirely within the orbit of the Eart,3836878,(2018 XP3),529.71733538928
99,3748182-(2016 FJ3),0,80.2703167283,179.4898847799,1995-01-18,1995-01-18 10:33:00,Earth,13.299028136,47876.5012897044,An asteroid orbit contained entirely within the orbit of the Eart,3748182,(2016 FJ3),797.94168816174
100,2443103-443103 (2013 WT67),1,667.6594134952,1492.931834393,1995-01-19,1995-01-19 21:55:00,Earth,13.6305303871,49069.909393474,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,2443103,443103 (2013 WT67),817.8318232245667
101,3283218-(2005 MF5),0,121.4940407996,271.6689340891,1995-01-19,1995-01-19 16:36:00,Earth,26.2349697378,94445.8910559763,Near Earth asteroid orbits which cross the Earth’s orbit similar to that of 1862 Apollo,3283218,(2005 MF5),1574.0981842662718
102,3625335-(2013 BC70),0,40.2304579834,89.9580388169,1995-01-16,1995-01-16 14:33:00,Earth,18.6159784305,67017.5223496646,Near Earth asteroid orbits similar to that of 1221 Amor,3625335,(2013 BC70),1116.9587058277434
103,3749034-(2016 GN2),0,26.58,59.4346868419,1995-01-16,1995-01-16 03:28:00,Earth,13.3072235301,,Near Earth asteroid orbits similar to that of 2062 Aten,3749034,(2016 GN2),
104,2002340-2340 Hathor (1976 UA),1,242.4124811008,542.0507863358,1995-01-16,1995-01-16 06:35:00,Earth,15.9597865749,57455.2316697415,Near Earth asteroid orbits similar to that of 2062 Aten,2002340,2340 Hathor (1976 UA),957.5871944956917
105,3767255-(2017 BO32),0,36.6906137531,82.0427064882,1995-01-16,1995-01-16 06:16:00,Earth,7.3611501507,,An asteroid orbit contained entirely within the orbit of the Eart,3767255,(2017 BO32),
106,54016993-(2020 JG1),0,16.8249962697,37.6218353801,1995-01-16,1995-01-16 21:06:00,Earth,9.1421510542,32911.7437951207,An asteroid orbit contained entirely within the orbit of the Eart,54016993,(2020 JG1),548.5290632520117
107,3102762-(2002 AA29),0,40.2304579834,89.9580388169,1995-01-17,1995-01-17 02:46:00,Earth,12.9913363165,46768.8107394954,Near Earth asteroid orbits similar to that of 1221 Amor,3102762,(2002 AA29),779.4801789915899
108,3956448-(2019 YP3),0,19.2555078188,43.0566244241,1995-01-17,1995-01-17 15:08:00,Earth,17.2344315811,62043.9536918491,Near Earth asteroid orbits similar to that of 1221 Amor,3956448,(2019 YP3),1034.0658948641517
109,3042899-(1999 VX15),0,461.9074602816,1032.8564805039,1995-01-21,1995-01-21 14:57:00,Earth,5.9359623692,,An asteroid orbit contained entirely within the orbit of the Eart,3042899,(1999 VX15),
110,2373579-373579 (2002 AW11),0,483.6764882185,1081.533506775,1995-01-21,1995-01-21 07:55:00,Earth,14.0998903803,50759.6053691574,Near Earth asteroid orbits similar to that of 1221 Amor,2373579,373579 (2002 AW11),845.99342281929
111,3843085-(2019 NG),0,36.6906137531,82.0427064882,1995-01-21,1995-01-21 02:21:00,Earth,7.532718152,27117.7853473052,Near Earth asteroid orbits similar to that of 1221 Amor,3843085,(2019 NG),451.9630891217533
112,3788091-(2017 UR7),0,319.5618867213,714.5621017269,1995-01-22,1995-01-22 07:32:00,Earth,16.8844014801,60783.8453284741,An asteroid orbit contained entirely within the orbit of the Eart,3788091,(2017 UR7),1013.0640888079016
113,3794988-(2017 YZ1),1,221.0828103591,494.3561926196,1995-01-22,1995-01-22 05:14:00,Earth,11.6741465305,42026.9275099544,Near Earth asteroid orbits similar to that of 1221 Amor,3794988,(2017 YZ1),700.4487918325734
114,2153315-153315 (2001 NH6),0,319.5618867213,714.5621017269,1995-01-22,1995-01-22 15:17:00,Earth,24.4218373587,87918.6144913344,Near Earth asteroid orbits similar to that of 1221 Amor,2153315,153315 (2001 NH6),1465.31024152224
115,2162463-162463 (2000 JH5),0,766.5755735311,1714.1150923063,1995-01-22,1995-01-22 13:06:00,Earth,17.3737842613,62545.6233405623,Near Earth asteroid orbits similar to that of 1221 Amor,2162463,162463 (2000 JH5),1042.4270556760382
